Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message
2/15/19 19:20,2,"Blaze Pizza, 2907 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211","2727 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:33,2/15/19 19:36,13,no,
2/15/19 19:21,3,Sandburg,Goodwill - Oakland,2/15/19 19:26,,,,yes,I'm not ready to go
2/15/19 19:22,1,Klotsche,"3955 N Murray Ave, Shorewood, WI 53211, USA",,2/15/19 19:45,2/15/19 19:49,22,no,
2/15/19 19:23,4,Culver's,Sandburg,,2/15/19 19:41,2/15/19 19:46,18,no,
2/15/19 19:23,1,Sandburg,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:29,2/15/19 19:33,5,no,
2/15/19 19:23,2,"4121 North Ardmore Avenue, Milwaukee, Wisconsin 53211, United States","272 W Capitol Dr, Milwaukee, WI 53212, USA",,2/15/19 19:42,2/15/19 19:46,19,no,
2/15/19 19:23,1,Sandburg,Jack's on Brady,2/15/19 19:24,,,,yes,I'm not ready to go
2/15/19 19:24,3,Sandburg,Goodwill - Oakland,2/15/19 19:32,,,,no,call in the BOSS office 
2/15/19 19:24,1,"2946 N Maryland Ave, Milwaukee, WI 53211, USA",Metro Market Shorewood,2/15/19 19:25,,,,yes,I'm not ready to go
2/15/19 19:24,1,Metro Market Shorewood,"2555 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:28,,,,yes,I've had a change in my plans
2/15/19 19:26,2,"4121 North Ardmore Avenue, Milwaukee, Wisconsin 53211, United States","272 E Capitol Dr, Milwaukee, WI 53212, USA",2/15/19 19:42,,,,yes,I've had a change in my plans
2/15/19 19:27,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:27,,,,yes,I'm not ready to go
2/15/19 19:28,1,"3023 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3348 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:28,,,,yes,I'm not ready to go
2/15/19 19:28,1,Pick n Save,"2958 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:31,,,,no,Admin cancelled ride
2/15/19 19:29,1,"3118 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","3029 N Cramer St, Milwaukee, WI 53211, USA",,2/15/19 19:37,2/15/19 19:39,7,no,
2/15/19 19:29,1,Klotsche,"1809 E Belleview Pl, Milwaukee, WI 53211, USA",,2/15/19 19:43,2/15/19 19:49,14,no,
2/15/19 19:32,3,Sandburg,Goodwill - Oakland,,2/15/19 19:33,2/15/19 19:38,0,no,
2/15/19 19:32,1,Klotsche,"3070 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:40,2/15/19 19:44,8,no,
2/15/19 19:33,1,Klotsche,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:40,2/15/19 19:45,7,no,
2/15/19 19:33,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:33,,,,yes,I've had a change in my plans
2/15/19 19:34,2,"UWM Purin Hall, 2600 E Kenwood Blvd, Milwaukee, Wisconsin, United States, 53211","Brady Steet Path, 1698 N Prospect Ave., Milwaukee, Wisconsin, United States, 53202",2/15/19 19:34,,,,yes,I'm not ready to go
2/15/19 19:34,1,Blaze Pizza,Sandburg,2/15/19 19:35,,,,yes,I've had a change in my plans
2/15/19 19:34,1,Cambridge Commons,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:51,2/15/19 19:59,16,no,
2/15/19 19:36,2,"Walgreens, 2950 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/15/19 19:42,2/15/19 19:46,5,no,
2/15/19 19:36,1,"2970 North Fratney Street, Milwaukee, Wisconsin 53212, United States","2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:53,2/15/19 20:03,16,no,
2/15/19 19:37,1,Metro Market Shorewood,"2615 N Cramer St, Milwaukee, WI 53211, USA",,2/15/19 20:02,2/15/19 20:11,24,no,
2/15/19 19:37,2,Blaze Pizza,Sandburg,,2/15/19 19:43,2/15/19 19:46,5,no,
2/15/19 19:38,1,"1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","3118 N Downer Ave, Milwaukee, WI 53211, USA",2/15/19 19:38,,,,yes,I'm not ready to go
2/15/19 19:39,2,Sandburg,Culver's,2/15/19 19:39,,,,yes,I'm not ready to go
2/15/19 19:39,1,"Sal's Pizza, 2974 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Cambridge Commons,,2/15/19 19:46,2/15/19 19:51,7,no,
2/15/19 19:39,1,Sandburg,"3118 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:46,2/15/19 19:49,6,no,
2/15/19 19:39,2,Sandburg,"3426 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:44,,,,yes,I'm not ready to go
2/15/19 19:41,2,Sandburg,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 19:50,2/15/19 19:52,8,no,
2/15/19 19:42,1,"3039 North Cramer Street, Milwaukee, Wisconsin 53211, United States","3820 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:50,2/15/19 19:54,7,no,
2/15/19 19:43,1,"2720 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/15/19 20:00,2/15/19 20:03,17,no,
2/15/19 19:44,3,Sandburg,Pick n Save,2/15/19 20:11,,,,no,No show
2/15/19 19:44,1,"3023 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3348 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:59,2/15/19 19:59,14,no,
2/15/19 19:45,2,Sandburg,"3426 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:45,,,,yes,I'm not ready to go
2/15/19 19:45,1,"4320 North Newhall Street, Milwaukee, Wisconsin 53211, United States","Sandburg Cafeteria, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:03,2/15/19 20:17,17,no,
2/15/19 19:45,2,Sandburg,"FreshFin Poke, 1806 E North Ave, Milwaukee, Wisconsin, United States, 53211",2/15/19 19:52,,,,yes,It took too long to receive my ETA
2/15/19 19:48,2,Sandburg,Culver's,,2/15/19 19:52,2/15/19 19:56,4,no,
2/15/19 19:48,1,"2035 East North Avenue, Milwaukee, Wisconsin 53202, United States","3302 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 19:56,2/15/19 20:01,7,no,
2/15/19 19:48,2,Sandburg,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:49,,,,yes,I'm not ready to go
2/15/19 19:49,1,"1702 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","Purin Residence Hall, 2600 E Kenwood Blvd, Milwaukee, WI 53211, USA",,2/15/19 19:57,2/15/19 20:08,7,no,
2/15/19 19:49,2,"Stone Bowl Grill, 1958 N Farwell Ave, Milwaukee, Wisconsin, United States, 53202",Sandburg,,2/15/19 20:08,2/15/19 20:17,18,no,
2/15/19 19:50,2,Sandburg,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:59,,,,yes,I've had a change in my plans
2/15/19 19:50,2,"2936 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","3377 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:51,,,,yes,I'm not ready to go
2/15/19 19:50,2,"2630 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:03,2/15/19 20:11,12,no,
2/15/19 19:51,3,Whole Foods,Sandburg,2/15/19 20:00,,,,yes,I've had a change in my plans
2/15/19 19:52,2,Sandburg,"2580 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 19:52,,,,yes,I'm not ready to go
2/15/19 19:53,2,Sandburg,"2336 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:13,2/15/19 20:22,20,no,
2/15/19 19:53,3,"2928 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","613 East Townsend Street, Milwaukee, Wisconsin 53212, United States",,2/15/19 20:05,2/15/19 20:12,12,no,
2/15/19 19:54,2,"UWM Purin Hall, 2600 E Kenwood Blvd, Milwaukee, Wisconsin, United States, 53211","Brady Street Bridge, Milwaukee, Wisconsin, United States, 53202",2/15/19 20:12,,,,yes,Wait time is too long
2/15/19 19:55,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:08,2/15/19 20:13,12,no,
2/15/19 19:55,1,"3496 N Cramer St, Milwaukee, WI 53211, USA",Walgreensâ€“Oakland,,2/15/19 20:04,2/15/19 20:07,8,no,
2/15/19 19:56,1,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",McDonald's - North,2/15/19 19:57,,,,yes,I've had a change in my plans
2/15/19 19:56,1,"3036 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","2520 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:05,2/15/19 20:09,9,no,
2/15/19 19:56,1,Sandburg,"2466 N Oakland Avenue, Milwaukee, WI, USA",,2/15/19 20:16,2/15/19 20:25,19,no,
2/15/19 19:56,1,"3236 N Newhall St, Milwaukee, WI 53211, USA","3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:15,2/15/19 20:18,18,no,
2/15/19 19:57,3,"Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/15/19 20:14,2/15/19 20:17,17,no,
2/15/19 19:57,1,"1915 East Kenilworth Place, Milwaukee, Wisconsin 53202, United States","2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:17,2/15/19 20:24,19,no,
2/15/19 19:57,3,Sandburg,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",2/15/19 20:18,,,,yes,Wait time is too long
2/15/19 19:57,1,"2935 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:09,,,,yes,I've had a change in my plans
2/15/19 19:57,1,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States","Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",,2/15/19 20:16,2/15/19 20:24,18,no,
2/15/19 19:58,1,EMS Parking,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:19,2/15/19 20:24,21,no,
2/15/19 19:58,1,Union South,Sip ,2/15/19 19:58,,,,no,Admin cancelled ride
2/15/19 19:59,1,Union South,Sip ,,2/15/19 20:16,2/15/19 20:26,17,no,
2/15/19 19:59,2,"2936 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States","3377 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:25,2/15/19 20:28,25,no,
2/15/19 20:00,3,Metro Market Shorewood,Purin Hall,,2/15/19 20:06,2/15/19 20:14,6,no,
2/15/19 20:00,4,Sandburg,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",,2/15/19 20:23,2/15/19 20:32,22,no,
2/15/19 20:00,2,Sandburg,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:00,,,,yes,I'm not ready to go
2/15/19 20:02,1,Sandburg,"3526 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:17,2/15/19 20:22,14,no,
2/15/19 20:04,3,Whole Foods,Sandburg,,2/15/19 20:14,2/15/19 20:20,9,no,
2/15/19 20:05,4,Sandburg,Culver's,2/15/19 20:05,,,,yes,I'm not ready to go
2/15/19 20:05,2,Blaze Pizza,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",2/15/19 20:05,,,,no,Admin cancelled ride
2/15/19 20:06,2,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/15/19 20:13,2/15/19 20:15,7,no,
2/15/19 20:06,1,Insomnia Cookes,Sandburg,,2/15/19 20:21,2/15/19 20:28,14,no,
2/15/19 20:06,1,USR Parking,"3048 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:28,2/15/19 20:39,22,no,
2/15/19 20:07,1,Cambridge Commons,"Jalisco's Mexican Restaurant, 2207 E North Ave, Milwaukee, Wisconsin, United States, 53211",2/15/19 20:08,,,,yes,I've had a change in my plans
2/15/19 20:07,2,Sandburg,"Casablanca, 728 E Brady St, Milwaukee, Wisconsin, United States, 53202",2/15/19 20:07,,,,yes,I'm not ready to go
2/15/19 20:08,1,Pick n Save,"2353 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:25,2/15/19 20:29,17,no,
2/15/19 20:09,1,Sandburg,Qdoba,,2/15/19 20:14,2/15/19 20:17,4,no,
2/15/19 20:11,2,Goodwill - Oakland,Metro Market Shorewood,,2/15/19 20:30,2/15/19 20:37,19,no,
2/15/19 20:16,2,Sandburg,"3000 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:17,,,,yes,I'm not ready to go
2/15/19 20:17,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Walgreensâ€“Oakland,2/15/19 20:28,,,,yes,Wait time is too long
2/15/19 20:18,2,Sandburg,Noodles & Company,,2/15/19 20:20,2/15/19 20:25,2,no,
2/15/19 20:19,2,"3040 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Walgreensâ€“Oakland,2/15/19 20:19,,,,yes,I'm not ready to go
2/15/19 20:20,1,Sandburg,Jack's on Brady,,2/15/19 20:26,2/15/19 20:43,5,no,
2/15/19 20:22,1,"2323 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States","3259 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:34,2/15/19 20:45,11,no,
2/15/19 20:24,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:36,2/15/19 20:39,11,no,
2/15/19 20:25,1,Sandburg,Jimmy Johns - Oakland,,2/15/19 20:31,2/15/19 20:34,6,no,
2/15/19 20:26,2,"1100 E Garfield Ave, Milwaukee, WI 53212, USA","2511 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:31,2/15/19 20:37,5,no,
2/15/19 20:26,2,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Sandburg,,2/15/19 20:33,2/15/19 20:38,7,no,
2/15/19 20:26,1,"3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","Qdoba Mexican Grill, 3101 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",,2/15/19 20:36,2/15/19 20:40,9,no,
2/15/19 20:27,1,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211","2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:34,2/15/19 20:42,7,no,
2/15/19 20:28,1,"Sip & Purr Cat CafÃ©, 2021 E Ivanhoe Pl, Milwaukee, Wisconsin, United States, 53202","2753 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:40,2/15/19 20:43,12,no,
2/15/19 20:28,3,Sandburg,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:28,,,,yes,I'm not ready to go
2/15/19 20:28,2,KIRC Parking,"1825 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",2/15/19 20:50,,,,yes,I'm not ready to go
2/15/19 20:28,3,"3015 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:28,,,,yes,I've had a change in my plans
2/15/19 20:28,2,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202",Knuckleheads,,2/15/19 20:35,2/15/19 20:39,6,no,
2/15/19 20:28,1,"2950 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States","2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:43,2/15/19 20:49,15,no,
2/15/19 20:29,3,Sandburg,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:43,2/15/19 20:46,14,no,
2/15/19 20:30,1,"4443 North Woodburn Street, Milwaukee, Wisconsin 53211, United States","3012 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:30,,,,yes,I'm not ready to go
2/15/19 20:31,2,"1728 East Newport Avenue, Milwaukee, Wisconsin 53211, United States","2588 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:45,2/15/19 20:55,13,no,
2/15/19 20:32,2,Cambridge Commons,"3117 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:40,2/15/19 20:47,8,no,
2/15/19 20:32,1,"UWM Kenilworth Square East, 1925 E Kenilworth Pl, Milwaukee, Wisconsin, United States, 53202","2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:32,,,,yes,I'm not ready to go
2/15/19 20:32,2,Sandburg,"3000 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:44,2/15/19 20:48,11,no,
2/15/19 20:33,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Union South,,2/15/19 20:53,2/15/19 20:57,20,no,
2/15/19 20:34,3,Cambridge Commons,"2925 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:35,,,,yes,I've had a change in my plans
2/15/19 20:35,1,"3015 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States","3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:42,2/15/19 20:44,7,no,
2/15/19 20:36,2,"4010 N Holton St, Milwaukee, WI 53212, USA","4121 North Ardmore Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:12,2/15/19 21:16,35,no,
2/15/19 20:37,1,Union North,"3869 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",,2/15/19 20:38,2/15/19 20:45,0,no,
2/15/19 20:38,1,Sandburg,"3948 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:48,2/15/19 20:51,10,no,
2/15/19 20:38,1,"3055 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Brady and Prospect,2/15/19 20:46,,,,yes,It took too long to receive my ETA
2/15/19 20:39,2,Knuckleheads,Sandburg,,2/15/19 20:46,2/15/19 20:50,7,no,
2/15/19 20:40,2,Noodles & Company,Sandburg,,2/15/19 20:46,2/15/19 20:48,5,no,
2/15/19 20:40,2,"2948 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2594 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/15/19 20:43,,,,yes,I've had a change in my plans
2/15/19 20:40,2,Knuckleheads,Sandburg,2/15/19 20:45,,,,yes,I'm not ready to go
2/15/19 20:42,4,Cambridge Commons,"728 East Brady Street, Milwaukee, Wisconsin 53202, United States",,2/15/19 20:48,2/15/19 20:55,6,no,
2/15/19 20:42,1,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Union South,2/15/19 20:42,,,,yes,I'm not ready to go
2/15/19 20:43,1,Zelazo Front,"2915 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/15/19 20:53,2/15/19 20:58,10,no,
2/15/19 20:44,1,"Noodles & Company, 3121 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Cambridge Commons,,2/15/19 20:52,2/15/19 21:01,7,no,
2/15/19 20:44,1,Kenilworth,"2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:57,2/15/19 20:59,13,no,
2/15/19 20:44,1,"2704 East Hartford Avenue, Milwaukee, Wisconsin 53211, United States",7-Eleven - Oakland,,2/15/19 21:06,2/15/19 21:09,22,no,
2/15/19 20:44,1,"3129 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States","2917 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 20:55,2/15/19 20:57,10,no,
2/15/19 20:45,2,"2615 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2825 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/15/19 20:57,2/15/19 21:06,12,no,
2/15/19 20:46,4,Sandburg,"1924 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",2/15/19 20:46,,,,yes,I'm not ready to go
2/15/19 20:47,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 20:47,,,,yes,I'm not ready to go
2/15/19 20:48,1,EMS Parking,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:02,2/15/19 21:06,14,no,
2/15/19 20:49,2,Sandburg,"1821 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:17,2/15/19 21:20,27,no,
2/15/19 20:49,2,Sandburg,Yo Factory,,2/15/19 21:12,2/15/19 21:25,22,no,
2/15/19 20:49,1,Sandburg,"2835 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 21:13,,,,yes,I'm not ready to go
2/15/19 20:49,2,"1914 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States","3243 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:00,2/15/19 21:03,10,no,
2/15/19 20:51,2,Metro Market Shorewood,"1825 East Lafayette Place, Milwaukee, Wisconsin 53202, United States",,2/15/19 20:58,2/15/19 21:14,7,no,
2/15/19 20:51,4,Walgreensâ€“Oakland,Sandburg,2/15/19 20:51,,,,yes,Wait time is too long
2/15/19 20:52,3,Walgreensâ€“Oakland,Sandburg,2/15/19 21:00,,,,yes,I'm not ready to go
2/15/19 20:52,1,Sandburg,"2964 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:07,2/15/19 21:09,15,no,
2/15/19 20:52,1,EMS Parking,"2223 East Capitol Drive, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:00,2/15/19 21:05,7,no,
2/15/19 20:53,4,"Culver's, 1325 E Capitol Dr, Shorewood, Wisconsin, United States, 53211",Sandburg,,2/15/19 21:01,2/15/19 21:05,8,no,
2/15/19 20:54,1,"2513 East Park Place, Milwaukee, Wisconsin 53211, United States","2862 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:34,2/15/19 21:39,40,no,
2/15/19 20:54,2,Metro Market Shorewood,"2645 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:20,2/15/19 21:30,25,no,
2/15/19 20:54,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:26,2/15/19 21:31,31,no,
2/15/19 20:55,2,"3040 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","Walgreens, 2950 N Oakland Ave, Milwaukee, Wisconsin 53211, United States",2/15/19 20:55,,,,yes,I'm not ready to go
2/15/19 20:55,3,Walgreensâ€“Oakland,Sandburg,,2/15/19 21:00,2/15/19 21:04,5,no,
2/15/19 20:55,1,Sandburg,Walgreensâ€“Oakland,,2/15/19 21:04,2/15/19 21:08,9,no,
2/15/19 20:56,1,"2859 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Union South,,2/15/19 21:12,2/15/19 21:15,15,no,
2/15/19 20:56,1,"2213 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States","2217 North Prospect Avenue, Milwaukee, Wisconsin 53202, United States",2/15/19 20:58,,,,yes,I'm not ready to go
2/15/19 20:56,2,Sandburg,"1924 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",,2/15/19 21:07,2/15/19 21:14,11,no,
2/15/19 20:56,1,Jack's on Brady,"3161 North Booth Street, Milwaukee, Wisconsin 53212, United States",,2/15/19 21:20,2/15/19 21:27,24,no,
2/15/19 20:56,2,"2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States","3306 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/15/19 21:01,,,,yes,I've had a change in my plans
